"heinous","act"
"ask","polic","attack","help","fbi"
"ask","public","help","identifi","photo"
"ask","public","help","fbi"
"bauman","help","leg"
"bauman","help","jeff"
"sempat","bom"
"minut","victim","silenc"
"difficult","team","go"
"difficult","team","time"
"tidak","bom"
"itsfunnylif","get"
"automat","hand"
"senseless","tragedi"
"senseless","act"
"communiti","thought","moment","c","tonight","favorit","sweet","special"
"communiti","thought","moment","c","tonight","silenc"
"communiti","thought","run","sweet"
"diguncang","bom"
"mess","peopl","world","go","run","get","dont"
"mess","peopl","world","go","run","get","citi"
"mess","peopl","world","wrong","citi"
"combat","enemi"
"mark","wahlberg"
"sunk","prayforboston"
"father","8","old","kill","year"
"fuck","probabl","major","shut","whole","stop","everyth","citi","_happy_gilmor"
"fuck","happen","stuff","make"
"fuck","happen","stuff","even"
"fuck","happen","peopl","pray","dont","go","world","one"
"fuck","happen","peopl","pray","dont","go","world","get"
"fuck","happen","peopl","pray","dont","even"
"fuck","happen","peopl","pray","dont","say","one"
"fuck","happen","peopl","pray","citi","make","stop"
"fuck","happen","peopl","pray","citi","go","world","one"
"fuck","happen","peopl","pray","citi","go","world","get"
"fuck","happen","peopl","pray","citi","say","one"
"fuck","happen","peopl","shit","go","get","dont","world"
"fuck","doesnt","dzhokhar","tsarnaev","jimmytatro","good","sens"
"fuck","doesnt","dzhokhar","tsarnaev","jimmytatro","stuff","make"
"fuck","doesnt","dzhokhar","tsarnaev","jimmytatro","stuff","sens","name"
"fuck","doesnt","dzhokhar","tsarnaev","jimmytatro","stuff","sens","even"
"fuck","doesnt","dzhokhar","tsarnaev","say"
"fuck","whole","citi","stop","pray"
"fuck","whole","citi","world","pray"
"fuck","whoever"
"fuck","polic","name","dzhokhar","jimmytatro","stuff","tsarnaev"
"fuck","polic","peopl","run","shot","one","go"
"fuck","polic","peopl","run","shot","one","say"
"fuck","polic","peopl","run","good"
"fuck","polic","peopl","run","dont","even"
"fuck","polic","peopl","run","dont","die","one","go"
"fuck","polic","peopl","run","dont","die","one","say"
"fuck","polic","peopl","run","dont","die","get","go"
"fuck","polic","peopl","run","citi","make","stop"
"fuck","polic","peopl","run","citi","die","one","go"
"fuck","polic","peopl","run","citi","die","one","say"
"fuck","polic","peopl","run","citi","die","get","go"
"fuck","polic","peopl","find"
"fuck","polic","dzhokhar","tsarnaev","jimmytatro","good"
"fuck","polic","dzhokhar","tsarnaev","jimmytatro","stuff","make"
"fuck","polic","dzhokhar","tsarnaev","jimmytatro","stuff","even"
"fuck","polic","dzhokhar","tsarnaev","say"
"fuck","pray","peopl","run","good"
"fuck","pray","peopl","run","dont","even"
"fuck","pray","peopl","run","dont","die","one","go","world"
"fuck","pray","peopl","run","dont","die","one","say"
"fuck","pray","peopl","run","dont","die","get","go","world"
"fuck","pray","peopl","run","citi","make","stop"
"fuck","pray","peopl","run","citi","die","one","go","world"
"fuck","pray","peopl","run","citi","die","one","say"
"fuck","pray","peopl","run","citi","die","get","go","world"
"fuck","pray","peopl","find"
"fuck","world","go","peopl","run","shot","one"
"courthous","feder"
"despit","report","attack"
"despit","report","contrari"
"poor","peopl"
"understand","dont","peopl"
"applaus","watertown","manuel_c"
"remind","us"
"hunt","12"
"hunt","polic","dead"
"hunt","polic","fbi","man"
"hunt","polic","fbi","investig"
"daili","happen"
"explod","two"
"conspiraci","theorist"
"conspiraci","theori"
"tamerlan","26"
"tamerlan","dzhokhar","tsarnaev","brother"
"tamerlan","dzhokhar","tsarnaev","bomber"
"tamerlan","dzhokhar","tsarnaev","tersangka","fbi"
"tamerlan","dzhokhar","tsarnaev","tersangka","bom"
"austinmahon","go","prayer","hear","famili","prayforboston","victim","happen","sad"
"pressur","ball","bear"
"pressur","ball","made"
"pressur","black"
"pressur","found"
"pressur","ap","say","person"
"pressur","ap","say","made"
"pressur","place"
"pressur","use"
"address","presid","obama"
"window","shoot","cop","akitz"
"window","shoot","cop","shot"
"viral","true","stori"
"jersey","today","red","wear","say"
"parti","tea"
"26","run","2","mile"
"confer","live","watch","news"
"celebr","bostonstrong"
"bisa","tersangka"
"iran","pray","peopl"
"iran","pakistan"
"oper","cnn","polic","area"
"ss","dzhokhar","tsarnaev"
"bostonmarathon","visit","victim","obama"
"bostonmarathon","h","cnn","tri","american","youranonnew"
"bostonmarathon","h","old","year","prayforboston","kid","run","8","girl","hook"
"bostonmarathon","h","old","year","prayforboston","kid","run","8","girl","die"
"bostonmarathon","h","old","year","prayforboston","kid","run","8","boy","hook"
"bostonmarathon","h","old","year","prayforboston","kid","run","8","boy","die"
"bostonmarathon","nbcnew"
"bostonmarathon","littl","old","year","kill","prayforboston","run","rip","die","8","today","girl"
"bostonmarathon","littl","old","year","kill","prayforboston","run","rip","die","8","boy"
"bostonmarathon","littl","old","year","kill","prayforboston","run","explos","today"
"bostonmarathon","littl","old","year","kill","martin","die","8","boy"
"bostonmarathon","scene","watertown","polic","video","explos","photo"
"bostonmarathon","scene","watertown","polic","video","explos","report"
"bostonmarathon","scene","watertown","polic","video","arrest","report"
"bostonmarathon","scene","watertown","polic","offic","explos","report"
"bostonmarathon","morn","run","thought","heart"
"bostonmarathon","share","pleas"
"bostonmarathon","wsj"
"bostonmarathon","runner","video","photo","line","finish"
"bostonmarathon","runner","video","photo","via","finish"
"bostonmarathon","runner","video","photo","via","news"
"bostonmarathon","runner","video","photo","via","help"
"bostonmarathon","runner","video","photo","2","finish"
"bostonmarathon","runner","video","photo","2","news"
"bostonmarathon","runner","video","photo","2","help"
"bostonmarathon","runner","video","photo","show"
"bostonmarathon","runner","video","report","finish","line"
"bostonmarathon","runner","video","report","finish","via"
"bostonmarathon","runner","video","report","finish","2"
"bostonmarathon","runner","video","report","news","via"
"bostonmarathon","runner","video","report","news","2"
"bostonmarathon","runner","run","first","watch"
"bostonmarathon","runner","run","first","home"
"bostonmarathon","runner","run","day","love","thought"
"bostonmarathon","runner","run","day","love","know"
"bostonmarathon","runner","run","day","news","thought"
"bostonmarathon","runner","run","home","heart"
"bostonmarathon","runner","run","line","finish","report","give"
"bostonmarathon","runner","run","line","finish","report","year"
"bostonmarathon","runner","run","line","finish","heart"
"bostonmarathon","runner","run","one","news","via","today"
"bostonmarathon","runner","run","one","news","via","report"
"bostonmarathon","runner","run","one","news","go","heart","watch"
"bostonmarathon","runner","run","one","news","go","heart","today","thought"
"bostonmarathon","runner","run","one","news","2","thought"
"bostonmarathon","runner","run","one","news","2","report"
"bostonmarathon","runner","run","one","news","report","watch"
"bostonmarathon","runner","run","one","love","today","via","support"
"bostonmarathon","runner","run","one","love","today","go","thought","heart"
"bostonmarathon","runner","run","one","donat","help","2"
"bostonmarathon","runner","run","one","donat","help","support"
"bostonmarathon","runner","run","one","help","via","support"
"bostonmarathon","runner","run","one","year","via","today"
"bostonmarathon","runner","run","one","year","via","report"
"bostonmarathon","runner","run","good","today","thought"
"bostonmarathon","runner","run","good","today","londonmarathon"
"bostonmarathon","runner","run","mani","today"
"bostonmarathon","runner","run","mani","help"
"bostonmarathon","runner","run","race","today","wear"
"bostonmarathon","runner","run","race","finish"
"bostonmarathon","runner","run","give","help"
"bostonmarathon","runner","run","get","watch","go"
"bostonmarathon","runner","run","get","donat"
"bostonmarathon","runner","run","finish","report","via","year"
"bostonmarathon","runner","run","finish","report","2"
"bostonmarathon","runner","run","wear","support","today"
"bostonmarathon","runner","run","wear","support","show"
"bostonmarathon","runner","30"
"bostonmarathon","runner","photo","one","via","news"
"bostonmarathon","runner","photo","one","via","help"
"bostonmarathon","runner","photo","one","via","year"
"bostonmarathon","runner","photo","one","2","help"
"bostonmarathon","runner","photo","one","2","news"
"bostonmarathon","runner","photo","year","finish","line"
"bostonmarathon","runner","photo","year","finish","via"
"bostonmarathon","runner","famili","one","today","love","via","support"
"bostonmarathon","runner","famili","one","today","love","go","thought","heart"
"bostonmarathon","runner","famili","one","today","news","via"
"bostonmarathon","runner","famili","one","today","news","go","thought","heart"
"bostonmarathon","runner","famili","one","today","year","via"
"bostonmarathon","runner","famili","one","donat","help","2"
"bostonmarathon","runner","famili","one","donat","help","support"
"bostonmarathon","runner","famili","one","help","via","support"
"bostonmarathon","runner","famili","one","2","thought","news"
"bostonmarathon","donat","00","1","everi","prayforboston","retweet","never4getboston","receiv"
"bostonmarathon","donat","want","run","prayforboston"
"bostonmarathon","donat","victim","prayforboston","everi","one","citi","2"
"bostonmarathon","donat","victim","prayforboston","everi","1","retweet","get"
"bostonmarathon","donat","victim","prayforboston","everi","1","retweet","never4getboston","receiv"
"bostonmarathon","donat","victim","prayforboston","everi","1","retweet","2"
"bostonmarathon","donat","victim","prayforboston","everi","citi","get"
"bostonmarathon","donat","victim","prayforboston","famili","help","pleas","support"
"bostonmarathon","donat","victim","prayforboston","famili","help","one","2"
"bostonmarathon","donat","victim","prayforboston","famili","help","one","support"
"bostonmarathon","donat","victim","prayforboston","run","pleas","1"
"bostonmarathon","donat","victim","prayforboston","run","pleas","help","support"
"bostonmarathon","donat","victim","prayforboston","run","2","one","help"
"bostonmarathon","donat","victim","prayforboston","run","2","one","citi"
"bostonmarathon","donat","victim","prayforboston","run","2","retweet","1"
"bostonmarathon","donat","victim","prayforboston","run","support","one","help"
"bostonmarathon","donat","victim","prayforboston","run","support","one","citi"
"bostonmarathon","donat","victim","prayforboston","run","get","retweet","1"
"bostonmarathon","donat","victim","prayforboston","run","get","citi"
"bostonmarathon","donat","victim","hospit","run","blood"
"bostonmarathon","donat","victim","donatetoboston","1","get"
"bostonmarathon","tell","offici","cnn","investig","polic","break","sourc","law"
"bostonmarathon","tell","offici","cnn","investig","polic","break","sourc","news","believ"
"bostonmarathon","tell","offici","enforc","law"
"bostonmarathon","tell","stop","polic"
"bostonmarathon","tell","obama","break","news","investig"
"bostonmarathon","come","watertown","run","explos","polic"
"bostonmarathon","come","prayforboston","pleas","line","run","finish"
"bostonmarathon","come","prayforboston","pleas","prayer","tragedi","affect"
"bostonmarathon","come","prayforboston","explos","run","world"
"bostonmarathon","come","prayforboston","world","tragedi","prayer","affect"
"bostonmarathon","come","prayforboston","yesterday","tragedi","prayer","affect"
"bostonmarathon","come","polic","run","pleas","line","finish"
"bostonmarathon","someon"
"bostonmarathon","shirt","run","today","wear","support"
"bostonmarathon","shirt","run","today","wear","race"
"bostonmarathon","imag","photo","releas","video","break","via","ap","news"
"bostonmarathon","imag","photo","releas","video","break","via","two","pictur"
"bostonmarathon","imag","photo","releas","video","break","via","two","news"
"bostonmarathon","imag","photo","releas","video","break","2","ap","news"
"bostonmarathon","imag","photo","releas","video","break","2","pictur"
"bostonmarathon","imag","photo","releas","video","men","two"
"bostonmarathon","imag","photo","releas","video","men","2"
"bostonmarathon","imag","photo","releas","video","show","ap"
"bostonmarathon","imag","photo","releas","video","show","pictur"
"bostonmarathon","imag","photo","releas","bbcbreak","pictur","show"
"bostonmarathon","imag","photo","releas","bbcbreak","pictur","2"
"bostonmarathon","imag","photo","releas","bbcbreak","pictur","new"
"bostonmarathon","imag","photo","releas","new","break","pictur"
"bostonmarathon","imag","photo","releas","new","break","news"
"bostonmarathon","imag","photo","youranonnew","break","news","via"
"bostonmarathon","imag","photo","youranonnew","break","news","2"
"bostonmarathon","imag","photo","http","news","break","video","two"
"bostonmarathon","imag","photo","http","news","break","video","2"
"bostonmarathon","imag","photo","http","news","break","new"
"bostonmarathon","imag","photo","http","news","see"
"bostonmarathon","imag","photo","http","bbcbreak","new"
"bostonmarathon","imag","photo","http","bbcbreak","2"
"bostonmarathon","imag","photo","http","bbcbreak","show"
"bostonmarathon","imag","photo","http","show","video"
"bostonmarathon","imag","photo","see","pictur"
"bostonmarathon","imag","happen","give"
"bostonmarathon","imag","happen","news","youranonnew"
"bostonmarathon","imag","happen","news","see"
"bostonmarathon","imag","full","bbcbreak","http"
"bostonmarathon","imag","full","bbcbreak","face","releas"
"bostonmarathon","imag","face","releas","bbcbreak","show"
"bostonmarathon","releas","men","video","fbi","two"
"bostonmarathon","releas","men","video","fbi","2"
"bostonmarathon","releas","polic","fbi","video","attack","cnn","terror","news","via","two","investig"
"bostonmarathon","releas","polic","fbi","video","attack","cnn","terror","news","2"
"bostonmarathon","releas","polic","fbi","video","attack","help","via","two","investig"
"bostonmarathon","releas","polic","fbi","video","attack","help","2"
"bostonmarathon","releas","polic","fbi","video","show"
"bostonmarathon","releas","polic","fbi","want","news"
"bostonmarathon","releas","polic","fbi","bbcbreak","new"
"bostonmarathon","releas","polic","fbi","bbcbreak","2"
"bostonmarathon","releas","polic","fbi","bbcbreak","show"
"bostonmarathon","releas","polic","fbi","new","attack","terror","news","investig"
"bostonmarathon","releas","polic","photo","video","via","ap","cnn","break","news"
"bostonmarathon","releas","polic","photo","video","via","two","attack","investig","help","identifi"
"bostonmarathon","releas","polic","photo","video","via","two","attack","investig","news","cnn","break"
"bostonmarathon","releas","polic","photo","video","via","two","attack","investig","news","identifi"
"bostonmarathon","releas","polic","photo","video","via","two","pictur","break"
"bostonmarathon","releas","polic","photo","video","via","two","pictur","help"
"bostonmarathon","releas","polic","photo","video","2","pictur","break"
"bostonmarathon","releas","polic","photo","video","2","pictur","help"
"bostonmarathon","releas","polic","photo","video","2","news","cnn","break","attack"
"bostonmarathon","releas","polic","photo","video","2","news","cnn","break","ap"
"bostonmarathon","releas","polic","photo","video","2","news","identifi","attack"
"bostonmarathon","releas","polic","photo","video","2","help","attack","identifi"
"bostonmarathon","releas","polic","photo","video","show","ap"
"bostonmarathon","releas","polic","photo","video","show","pictur"
"bostonmarathon","releas","polic","photo","new","break","attack","news","investig"
"bostonmarathon","releas","polic","photo","new","break","pictur"
"bostonmarathon","releas","polic","photo","new","bbcbreak","pictur"
"bostonmarathon","releas","polic","photo","arm","attack","2","danger"
"bostonmarathon","releas","polic","photo","want","news"
"bostonmarathon","releas","polic","photo","bbcbreak","pictur","2"
"bostonmarathon","releas","polic","photo","bbcbreak","pictur","show"
"bostonmarathon","releas","polic","terror","news","break","attack","cnn","video","via","two","investig"
"bostonmarathon","releas","polic","terror","news","break","attack","cnn","video","2"
"bostonmarathon","releas","polic","terror","news","break","attack","new","investig"
"bostonmarathon","silenc","30","second"
"bostonmarathon","silenc","victim","moment","thought","tonight"
"bostonmarathon","silenc","victim","moment","thought","today"
"bostonmarathon","silenc","victim","moment","thought","2"
